index,category,original_text,normalized_text,model,voice,audio_path,status
388,Vehicle or Product Code,The SKU is SKU-345-678.,The S K U is S K U three four five six seven eight.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\388.wav,generated
389,Vehicle or Product Code,The engine number is ENG-789012.,The engine number is E N G seven eight nine zero one two.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\389.wav,generated
390,Vehicle or Product Code,The order number is ORD-456789.,The order number is O R D four five six seven eight nine.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\390.wav,generated
391,Vehicle or Product Code,The barcode is 123456789012.,The barcode is one two three four five six seven eight nine zero one two.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\391.wav,generated
392,Vehicle or Product Code,The reference code is REF-789-123.,The reference code is R E F seven eight nine one two three.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\392.wav,generated
393,Vehicle or Product Code,The warranty code is WC-2025-12.,The warranty code is W C twenty twenty five one two.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\393.wav,generated
394,Vehicle or Product Code,The registration number is REG-7890-AB.,The registration number is R E G seven eight nine zero A B.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\394.wav,generated
395,Vehicle or Product Code,The lot number is LOT-456-2023.,The lot number is L O T four five six twenty twenty three.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\395.wav,generated
396,Vehicle or Product Code,The device ID is DID-123-XYZ.,The device I D is D I D one two three X Y Z.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\396.wav,generated
397,Vehicle or Product Code,The catalog number is CAT-789-456.,The catalog number is C A T seven eight nine four five six.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\397.wav,generated
398,Vehicle or Product Code,The revision code is REV-2.0.,The revision code is R E V two point zero.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\398.wav,generated
399,Vehicle or Product Code,The tracking number is TRK-12345678.,The tracking number is T R K one two three four five six seven eight.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\399.wav,generated
400,Vehicle or Product Code,The firmware version is FW-1.2.3.,The firmware version is F W one point two point three.,Kokoro-82M,af_heart,af_heart\Vehicle_or_Product_Code\400.wav,generated
401,Geographic Coordinates,"The location is 40.7128° N, 74.0060° W.","The location is forty point seven one two eight degrees north, seventy four point zero zero six zero degrees west.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\401.wav,generated
402,Geographic Coordinates,"The coordinates are 34.0522° S, 118.2437° E.","The coordinates are thirty four point zero five two two degrees south, one hundred eighteen point two four three seven degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\402.wav,generated
403,Geographic Coordinates,The latitude is 51.5074° N.,The latitude is fifty one point five zero seven four degrees north.,Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\403.wav,generated
404,Geographic Coordinates,The longitude is 0.1278° W.,The longitude is zero point one two seven eight degrees west.,Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\404.wav,generated
405,Geographic Coordinates,"The GPS shows 35.6895° N, 139.6917° E.","The G P S shows thirty five point six eight nine five degrees north, one hundred thirty nine point six nine one seven degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\405.wav,generated
406,Geographic Coordinates,"The map points to 48.8566° N, 2.3522° E.","The map points to forty eight point eight five six six degrees north, two point three five two two degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\406.wav,generated
407,Geographic Coordinates,"The site is at 19.4326° N, 99.1332° W.","The site is at nineteen point four three two six degrees north, ninety nine point one three three two degrees west.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\407.wav,generated
408,Geographic Coordinates,"The coordinates are 41.9028° N, 12.4964° E.","The coordinates are forty one point nine zero two eight degrees north, twelve point four nine six four degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\408.wav,generated
409,Geographic Coordinates,The latitude is 37.7749° N.,The latitude is thirty seven point seven seven four nine degrees north.,Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\409.wav,generated
410,Geographic Coordinates,The longitude is 122.4194° W.,The longitude is one hundred twenty two point four one nine four degrees west.,Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\410.wav,generated
411,Geographic Coordinates,"The location is 55.7558° N, 37.6173° E.","The location is fifty five point seven five five eight degrees north, thirty seven point six one seven three degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\411.wav,generated
412,Geographic Coordinates,"The GPS reads 22.3964° N, 114.1095° E.","The G P S reads twenty two point three nine six four degrees north, one hundred fourteen point one zero nine five degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\412.wav,generated
413,Geographic Coordinates,"The coordinates are 52.5200° N, 13.4050° E.","The coordinates are fifty two point five two zero zero degrees north, thirteen point four zero five zero degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\413.wav,generated
414,Geographic Coordinates,"The site is at 1.3521° N, 103.8198° E.","The site is at one point three five two one degrees north, one hundred three point eight one nine eight degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\414.wav,generated
415,Geographic Coordinates,The latitude is 39.9042° N.,The latitude is thirty nine point nine zero four two degrees north.,Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\415.wav,generated
416,Geographic Coordinates,The longitude is 116.4074° E.,The longitude is one hundred sixteen point four zero seven four degrees east.,Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\416.wav,generated
417,Geographic Coordinates,"The location is 33.8688° S, 151.2093° E.","The location is thirty three point eight six eight eight degrees south, one hundred fifty one point two zero nine three degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\417.wav,generated
418,Geographic Coordinates,"The coordinates are 59.3293° N, 18.0686° E.","The coordinates are fifty nine point three two nine three degrees north, eighteen point zero six eight six degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\418.wav,generated
419,Geographic Coordinates,"The GPS shows 25.2048° N, 55.2708° E.","The G P S shows twenty five point two zero four eight degrees north, fifty five point two seven zero eight degrees east.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\419.wav,generated
420,Geographic Coordinates,"The map points to 43.6532° N, 79.3832° W.","The map points to forty three point six five three two degrees north, seventy nine point three eight three two degrees west.",Kokoro-82M,af_heart,af_heart\Geographic_Coordinates\420.wav,generated
421,Version Numbers,The software is version 2.0.,The software is version two point zero.,Kokoro-82M,af_heart,af_heart\Version_Numbers\421.wav,generated
422,Version Numbers,Update to v3.1.4.,Update to version three point one point four.,Kokoro-82M,af_heart,af_heart\Version_Numbers\422.wav,generated
423,Version Numbers,The app is on version 1.2.3.,The app is on version one point two point three.,Kokoro-82M,af_heart,af_heart\Version_Numbers\423.wav,generated
424,Version Numbers,The firmware is v5.0.1.,The firmware is version five point zero point one.,Kokoro-82M,af_heart,af_heart\Version_Numbers\424.wav,generated
425,Version Numbers,The latest release is 4.2.,The latest release is four point two.,Kokoro-82M,af_heart,af_heart\Version_Numbers\425.wav,generated
426,Version Numbers,The beta version is 0.9.5.,The beta version is zero point nine point five.,Kokoro-82M,af_heart,af_heart\Version_Numbers\426.wav,generated
427,Version Numbers,The patch is version 1.0.7.,The patch is version one point zero point seven.,Kokoro-82M,af_heart,af_heart\Version_Numbers\427.wav,generated
428,Version Numbers,The operating system is macOS 12.5.,The operating system is macOS twelve point five.,Kokoro-82M,af_heart,af_heart\Version_Numbers\428.wav,generated
429,Version Numbers,The driver is v6.1.2.,The driver is version six point one point two.,Kokoro-82M,af_heart,af_heart\Version_Numbers\429.wav,generated
430,Version Numbers,The game is on version 2.3.0.,The game is on version two point three point zero.,Kokoro-82M,af_heart,af_heart\Version_Numbers\430.wav,generated
431,Version Numbers,The library is at version 0.1.0.,The library is at version zero point one point zero.,Kokoro-82M,af_heart,af_heart\Version_Numbers\431.wav,generated
432,Version Numbers,The stable release is v1.5.,The stable release is version one point five.,Kokoro-82M,af_heart,af_heart\Version_Numbers\432.wav,generated
433,Version Numbers,The plugin is version 3.0.4.,The plugin is version three point zero point four.,Kokoro-82M,af_heart,af_heart\Version_Numbers\433.wav,generated
434,Version Numbers,The SDK is v4.2.1.,The S D K is version four point two point one.,Kokoro-82M,af_heart,af_heart\Version_Numbers\434.wav,generated
435,Version Numbers,The tool is on version 7.1.,The tool is on version seven point one.,Kokoro-82M,af_heart,af_heart\Version_Numbers\435.wav,generated
436,Version Numbers,The update brings it to v2.6.3.,The update brings it to version two point six point three.,Kokoro-82M,af_heart,af_heart\Version_Numbers\436.wav,generated
437,Version Numbers,The API is version 1.0.0.,The A P I is version one point zero point zero.,Kokoro-82M,af_heart,af_heart\Version_Numbers\437.wav,generated
438,Version Numbers,The compiler is v8.3.2.,The compiler is version eight point three point two.,Kokoro-82M,af_heart,af_heart\Version_Numbers\438.wav,generated
439,Version Numbers,The framework is on 5.1.9.,The framework is on five point one point nine.,Kokoro-82M,af_heart,af_heart\Version_Numbers\439.wav,generated
440,Version Numbers,The release candidate is v3.2.0-rc1.,The release candidate is version three point two point zero R C one.,Kokoro-82M,af_heart,af_heart\Version_Numbers\440.wav,generated
441,License Plate or Serial Numbers,The license plate is ABC-1234.,The license plate is A B C one two three four.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\441.wav,generated
442,License Plate or Serial Numbers,The serial number is S/N 7890-XYZ.,The serial number is S N seven eight nine zero X Y Z.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\442.wav,generated
443,License Plate or Serial Numbers,The VIN is 1HGBH41JXMN109186.,The vin is one H G B H four one J X M N one zero nine one eight six.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\443.wav,generated
444,License Plate or Serial Numbers,The registration is TX-456-789.,The registration is T X four five six seven eight nine.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\444.wav,generated
445,License Plate or Serial Numbers,The plate number is CA-7890.,The plate number is C A seven eight nine zero.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\445.wav,generated
446,License Plate or Serial Numbers,The ID is 123-456-789.,The I D is one two three four five six seven eight nine.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\446.wav,generated
447,License Plate or Serial Numbers,The chassis number is CH-12345678.,The chassis number is C H dash one two three four five six seven eight.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\447.wav,generated
448,License Plate or Serial Numbers,The permit number is PER-2023-456.,The permit number is P E R dash twenty twenty three dash four five six.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\448.wav,generated
449,License Plate or Serial Numbers,The tag is FL-ABC12.,The tag is F L A B C one two.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\449.wav,generated
450,License Plate or Serial Numbers,The engine number is ENG-78901234.,The engine number is E N G seven eight nine zero one two three four.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\450.wav,generated
451,License Plate or Serial Numbers,The serial is SR-123-XYZ.,The serial is S R one two three X Y Z.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\451.wav,generated
452,License Plate or Serial Numbers,The plate reads NY-1234.,The plate reads N Y one two three four.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\452.wav,generated
453,License Plate or Serial Numbers,The registration code is RC-456-2023.,The registration code is R C four five six twenty twenty three.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\453.wav,generated
454,License Plate or Serial Numbers,The VIN is 5XYZH4AG4JH123456.,The V I N is five X Y Z H four A G four J H one two three four five six.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\454.wav,generated
455,License Plate or Serial Numbers,The ID number is ID-7890-ABC.,The I D number is I D seven eight nine zero A B C.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\455.wav,generated
456,License Plate or Serial Numbers,The permit is PER-12345.,The permit is P E R one two three four five.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\456.wav,generated
457,License Plate or Serial Numbers,The serial code is SC-2023-789.,The serial code is S C twenty twenty three seven eight nine.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\457.wav,generated
458,License Plate or Serial Numbers,The license is DL-456-XYZ.,The license is D L four five six X Y Z.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\458.wav,generated
459,License Plate or Serial Numbers,The tag number is TAG-789012.,The tag number is T A G seven eight nine zero one two.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\459.wav,generated
460,License Plate or Serial Numbers,The plate is WA-123-ABC.,The plate is W A one two three A B C.,Kokoro-82M,af_heart,af_heart\License_Plate_or_Serial_Numbers\460.wav,generated
461,Musical Notation,The note is C♯.,The note is C sharp.,Kokoro-82M,af_heart,af_heart\Musical_Notation\461.wav,generated
462,Musical Notation,Play the chord G7.,Play the chord G seven.,Kokoro-82M,af_heart,af_heart\Musical_Notation\462.wav,generated
463,Musical Notation,The key is Dmaj.,The key is D major.,Kokoro-82M,af_heart,af_heart\Musical_Notation\463.wav,generated
464,Musical Notation,The tempo is 120 BPM.,The tempo is one hundred twenty B P M.,Kokoro-82M,af_heart,af_heart\Musical_Notation\464.wav,generated
465,Musical Notation,The scale is Am.,The scale is A minor.,Kokoro-82M,af_heart,af_heart\Musical_Notation\465.wav,generated
466,Musical Notation,The note is F♯.,The note is F sharp.,Kokoro-82M,af_heart,af_heart\Musical_Notation\466.wav,generated
467,Musical Notation,The time signature is 4/4.,The time signature is four four.,Kokoro-82M,af_heart,af_heart\Musical_Notation\467.wav,generated
468,Musical Notation,The chord is B♭m.,The chord is B flat minor.,Kokoro-82M,af_heart,af_heart\Musical_Notation\468.wav,generated
469,Musical Notation,The note is E♭.,The note is E flat.,Kokoro-82M,af_heart,af_heart\Musical_Notation\469.wav,generated
470,Musical Notation,The dynamic is ff (fortissimo).,The dynamic is fortissimo.,Kokoro-82M,af_heart,af_heart\Musical_Notation\470.wav,generated
471,Musical Notation,The interval is a perfect 5th.,The interval is a perfect fifth.,Kokoro-82M,af_heart,af_heart\Musical_Notation\471.wav,generated
472,Musical Notation,The note is A♯.,The note is A sharp.,Kokoro-82M,af_heart,af_heart\Musical_Notation\472.wav,generated
473,Musical Notation,This is likely an Amaj7.,This is likely an A major seventh.,Kokoro-82M,af_heart,af_heart\Musical_Notation\473.wav,generated
474,Musical Notation,The chord progression is I-IV-V.,The chord progression is one four five.,Kokoro-82M,af_heart,af_heart\Musical_Notation\474.wav,generated
475,Musical Notation,The note is B♭.,The note is B flat.,Kokoro-82M,af_heart,af_heart\Musical_Notation\475.wav,generated
476,Musical Notation,The tempo is ♩=80.,The tempo is quarter note equals eighty.,Kokoro-82M,af_heart,af_heart\Musical_Notation\476.wav,generated
477,Musical Notation,The key signature has 3 sharps.,The key signature has three sharps.,Kokoro-82M,af_heart,af_heart\Musical_Notation\477.wav,generated
478,Musical Notation,The note is G♯.,The note is G sharp.,Kokoro-82M,af_heart,af_heart\Musical_Notation\478.wav,generated
479,Musical Notation,The dynamic is p (piano).,The dynamic is piano.,Kokoro-82M,af_heart,af_heart\Musical_Notation\479.wav,generated
480,Musical Notation,The time signature is 3/4.,The time signature is three four.,Kokoro-82M,af_heart,af_heart\Musical_Notation\480.wav,generated
481,Stock Ticker,The stock symbol is AAPL.,The stock symbol is A A P L.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\481.wav,generated
482,Stock Ticker,The ticker is MSFT.,The ticker is M S F T.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\482.wav,generated
483,Stock Ticker,The stock is GOOG.,The stock is G O O G.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\483.wav,generated
484,Stock Ticker,The symbol is AMZN.,The symbol is A M Z N.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\484.wav,generated
485,Stock Ticker,The ticker is TSLA.,The ticker is T S L A.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\485.wav,generated
486,Stock Ticker,The stock is FB.,The stock is F B.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\486.wav,generated
487,Stock Ticker,The symbol is NFLX.,The symbol is N F L X.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\487.wav,generated
488,Stock Ticker,The ticker is NVDA.,The ticker is N V D A.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\488.wav,generated
489,Stock Ticker,The stock is BRK.B.,The stock is B R K dot B.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\489.wav,generated
490,Stock Ticker,The symbol is JPM.,The symbol is J P M.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\490.wav,generated
491,Stock Ticker,The stock is UHS.,The stock is U H S.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\491.wav,generated
492,Stock Ticker,The stock is DIS.,The stock is D I S.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\492.wav,generated
493,Stock Ticker,The symbol is BAC.,The symbol is B A C.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\493.wav,generated
494,Stock Ticker,The ticker is WMT.,The ticker is W M T.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\494.wav,generated
495,Stock Ticker,The stock is PG.,The stock is P G.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\495.wav,generated
496,Stock Ticker,The symbol is HD.,The symbol is H D.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\496.wav,generated
497,Stock Ticker,The ticker is INTC.,The ticker is I N T C.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\497.wav,generated
498,Stock Ticker,The stock is CSCO.,The stock is C S C O.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\498.wav,generated
499,Stock Ticker,The symbol is CMCSA.,The symbol is C M C S A.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\499.wav,generated
500,Stock Ticker,The ticker is PEP.,The ticker is P E P.,Kokoro-82M,af_heart,af_heart\Stock_Ticker\500.wav,generated
501,Biological Classification,The virus strain is H5N1.,The virus strain is H five N one.,Kokoro-82M,af_heart,af_heart\Biological_Classification\501.wav,generated
502,Biological Classification,The bacteria is E. coli.,The bacteria is E coli.,Kokoro-82M,af_heart,af_heart\Biological_Classification\502.wav,generated
503,Biological Classification,MERS was first identified in Saudi Arabia.,Mers was first identified in Saudi Arabia.,Kokoro-82M,af_heart,af_heart\Biological_Classification\503.wav,generated
504,Biological Classification,He tested positive for COVID-19.,He tested positive for covid nineteen.,Kokoro-82M,af_heart,af_heart\Biological_Classification\504.wav,generated
505,Biological Classification,The strain is SARS-CoV-2.,The strain is Sars Cov two.,Kokoro-82M,af_heart,af_heart\Biological_Classification\505.wav,generated
506,Biological Classification,The patient has HPV-16.,The patient has H P V sixteen.,Kokoro-82M,af_heart,af_heart\Biological_Classification\506.wav,generated
507,Biological Classification,The virus is classified as DENV-2.,The virus is classified as dengue virus two.,Kokoro-82M,af_heart,af_heart\Biological_Classification\507.wav,generated
508,Biological Classification,The virus is HIV-1.,The virus is H I V one.,Kokoro-82M,af_heart,af_heart\Biological_Classification\508.wav,generated
509,Biological Classification,TB is still a major cause of death worldwide.,T B is still a major cause of death worldwide.,Kokoro-82M,af_heart,af_heart\Biological_Classification\509.wav,generated
510,Biological Classification,We observed increased resistance in B. subtilis.,We observed increased resistance in B subtilis.,Kokoro-82M,af_heart,af_heart\Biological_Classification\510.wav,generated
511,Biological Classification,They were treated for HPV.,They were treated for H P V.,Kokoro-82M,af_heart,af_heart\Biological_Classification\511.wav,generated
512,Biological Classification,The strain is H1N1.,The strain is H one N one.,Kokoro-82M,af_heart,af_heart\Biological_Classification\512.wav,generated
513,Biological Classification,The main cause of the outbreak was Salmonella spp.,The main cause of the outbreak was Salmonella species.,Kokoro-82M,af_heart,af_heart\Biological_Classification\513.wav,generated
514,Biological Classification,The lab confirmed the presence of C. difficile in the sample.,The lab confirmed the presence of C difficile in the sample.,Kokoro-82M,af_heart,af_heart\Biological_Classification\514.wav,generated
515,Biological Classification,The virus is HBV.,The virus is H B V.,Kokoro-82M,af_heart,af_heart\Biological_Classification\515.wav,generated
516,Biological Classification,HIV can remain asymptomatic for years.,H I V can remain asymptomatic for years.,Kokoro-82M,af_heart,af_heart\Biological_Classification\516.wav,generated
517,Biological Classification,Antibodies for EBV were present in the sample.,Antibodies for E B V were present in the sample.,Kokoro-82M,af_heart,af_heart\Biological_Classification\517.wav,generated
518,Biological Classification,He tested positive for COVID.,He tested positive for covid.,Kokoro-82M,af_heart,af_heart\Biological_Classification\518.wav,generated
519,Biological Classification,The strain is B.1.1.7.,The strain is B one point one point seven.,Kokoro-82M,af_heart,af_heart\Biological_Classification\519.wav,generated
520,Biological Classification,He received an MMR booster shot.,He received an M M R booster shot.,Kokoro-82M,af_heart,af_heart\Biological_Classification\520.wav,generated
521,Address,"The address is 123 Main St, Anytown, USA.","The address is one two three Main Street, Anytown, U S A.",Kokoro-82M,af_heart,af_heart\Address\521.wav,generated
522,Address,"The office is at 456 Elm Avenue, Suite 200.","The office is at four five six Elm Avenue, Suite two hundred.",Kokoro-82M,af_heart,af_heart\Address\522.wav,generated
523,Address,"The building is on 789 Oak Blvd, Apt 3B.","The building is on seven eight nine Oak Boulevard, Apartment three B.",Kokoro-82M,af_heart,af_heart\Address\523.wav,generated
524,Address,"The location is 10 Downing Street, London.","The location is ten Downing Street, London.",Kokoro-82M,af_heart,af_heart\Address\524.wav,generated
525,Address,"The store is at 321 Pine Rd, Unit 5.","The store is at three two one Pine Road, Unit five.",Kokoro-82M,af_heart,af_heart\Address\525.wav,generated
526,Address,"The apartment is 202 Maple Lane, #4.","The apartment is two zero two Maple Lane, number four.",Kokoro-82M,af_heart,af_heart\Address\526.wav,generated
527,Address,"The house is at 55 Cedar Drive, Boston, MA.","The house is at fifty five Cedar Drive, Boston, Massachusetts.",Kokoro-82M,af_heart,af_heart\Address\527.wav,generated
528,Address,"The business is on 1000 Broadway, Floor 12.","The business is on one thousand Broadway, Floor twelve.",Kokoro-82M,af_heart,af_heart\Address\528.wav,generated
529,Address,"The warehouse is at 250 Industrial Park, Bldg 7.","The warehouse is at two hundred fifty Industrial Park, Building seven.",Kokoro-82M,af_heart,af_heart\Address\529.wav,generated
530,Address,"The clinic is at 33 Park Place, Room 101.","The clinic is at thirty three Park Place, Room one zero one.",Kokoro-82M,af_heart,af_heart\Address\530.wav,generated
531,Address,"The school is on 500 School St, District 2.","The school is on five hundred School Street, District two.",Kokoro-82M,af_heart,af_heart\Address\531.wav,generated
532,Address,"The hotel is at 777 Sunset Blvd, Los Angeles.","The hotel is at seven seven seven Sunset Boulevard, Los Angeles.",Kokoro-82M,af_heart,af_heart\Address\532.wav,generated
533,Address,"The restaurant is 89 River Road, Level 2.","The restaurant is eighty nine River Road, Level two.",Kokoro-82M,af_heart,af_heart\Address\533.wav,generated
534,Address,"The facility is at 404 Northwest Ave, Unit 9.","The facility is at four zero four Northwest Avenue, Unit nine.",Kokoro-82M,af_heart,af_heart\Address\534.wav,generated
535,Address,"The residence is 1234 Fifth Ave, Apt 10C.","The residence is one two three four Fifth Avenue, Apartment ten C.",Kokoro-82M,af_heart,af_heart\Address\535.wav,generated
536,Address,"The shop is at 22 Market Square, Stall 3.","The shop is at twenty two Market Square, Stall three.",Kokoro-82M,af_heart,af_heart\Address\536.wav,generated
537,Address,"The lab is on 15 Science Park, Wing B.","The lab is on fifteen Science Park, Wing B.",Kokoro-82M,af_heart,af_heart\Address\537.wav,generated
538,Address,"The studio is at 88 Art Street, Loft 12.","The studio is at eighty eight Art Street, Loft twelve.",Kokoro-82M,af_heart,af_heart\Address\538.wav,generated
539,Address,"The center is 600 Main Street, Block 4.","The center is six hundred Main Street, Block four.",Kokoro-82M,af_heart,af_heart\Address\539.wav,generated
540,Address,"The office is at 999 Tech Drive, Suite 300.","The office is at nine nine nine Tech Drive, Suite three hundred.",Kokoro-82M,af_heart,af_heart\Address\540.wav,generated
